"edge_id","source","target","relationship_type","relationship_label","weight","source_table","source_row_id","instrument","article","domestic_norm","domestic_article","anchoring_level","gap_type","confidence_level","review_status","notes"
"E_820ce784","MEX_PROV_LSCT_ART007_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LSCT_ART007_001","Ley sobre la Celebración de Tratados","Art. 7o.","","","","","","","SRE; Secretaría de Salud"
"E_d4ff48f8","MEX_PROV_LSCT_ART007_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LSCT_ART007_001","Ley sobre la Celebración de Tratados","Art. 7o.","","","","","","","SRE power to issue dictamen on procedencia of interinstitutional agreements"
"E_02a8446a","MEX_PROV_LSCT_ART007_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LSCT_ART007_001","Ley sobre la Celebración de Tratados","Art. 7o.","","","","","","","Duty of all federal dependencies (including SS) to notify SRE of planned interinstitutional agreements; SRE must issue d…"
"E_802080c0","MEX_PROV_LSCT_ART007_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LSCT_ART007_001","Ley sobre la Celebración de Tratados","Art. 7o.","","","","","","","Notification to SRE → SRE dictamen → SRE inscription in registry"
"E_46f8cf78","MEX_PROV_LSCT_ART007_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LSCT_ART007_001","Ley sobre la Celebración de Tratados","Art. 7o.","","","","","","","SRE control mechanism over interinstitutional agreements concluded by SS and other health agencies with international or…"
"E_f94c058b","MEX_PROV_LGS_ART001_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART001_001","Ley General de Salud","Art. 1o.","","","","","","","Secretaría de Salud; entidades federativas"
"E_b8bc113d","MEX_PROV_LGS_ART001_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART001_001","Ley General de Salud","Art. 1o.","","","","","","","Establishes federal-state concurrence framework for salubridad general"
"E_99b93567","MEX_PROV_LGS_ART003_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART003_001","Ley General de Salud","Art. 3o., fracciones XV, XXVII","","","","","","","Secretaría de Salud; Consejo de Salubridad General"
"E_6595f732","MEX_PROV_LGS_ART004_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART004_001","Ley General de Salud","Art. 4o.","","","","","","","Ejecutivo Federal; Consejo de Salubridad General; Secretaría de Salud; entidades federativas"
"E_c8fb76ee","MEX_PROV_LGS_ART004_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART004_001","Ley General de Salud","Art. 4o.","","","","","","","None identified (definitional)"
"E_5844fbb4","MEX_PROV_LGS_ART004_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART004_001","Ley General de Salud","Art. 4o.","","","","","","","Multi-level sanitary authority (federal + state)"
"E_15c049da","MEX_PROV_LGS_ART007_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART007_001","Ley General de Salud","Art. 7o., fracciones I, V, VIII, IX, XIV","","","","","","","Secretaría de Salud"
"E_c180f475","MEX_PROV_LGS_ART007_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART007_001","Ley General de Salud","Art. 7o., fracciones I, V, VIII, IX, XIV","","","","","","","SS power to: establish and lead national health policy; determine information requirements from health sector entities; …"
"E_ad8a734f","MEX_PROV_LGS_ART007_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART007_001","Ley General de Salud","Art. 7o., fracciones I, V, VIII, IX, XIV","","","","","","","SS duty to coordinate National Health System; impulse science/technology; update health legislation"
"E_9f2b5188","MEX_PROV_LGS_ART007_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART007_001","Ley General de Salud","Art. 7o., fracciones I, V, VIII, IX, XIV","","","","","","","SS as NHS coordinator for all federal and state health entities"
"E_abb0fb5f","MEX_PROV_LGS_ART013_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART013_001","Ley General de Salud","Art. 13, Apartados A y B","","","","","","","Secretaría de Salud; entidades federativas"
"E_81e8748f","MEX_PROV_LGS_ART013_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART013_001","Ley General de Salud","Art. 13, Apartados A y B","","","","","","","SS: issue NOMs; organize federal health services; extraordinary health action; coordinate NHS. States: organize and oper…"
"E_7cd13712","MEX_PROV_LGS_ART013_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART013_001","Ley General de Salud","Art. 13, Apartados A y B","","","","","","","SS duty to coordinate NHS and exercise extraordinary action. States duty to enforce LGS within their jurisdiction."
"E_7029b103","MEX_PROV_LGS_ART013_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART013_001","Ley General de Salud","Art. 13, Apartados A y B","","","","","","","Coordination agreements between SS and states for temporary federal action in state territory"
"E_7d06cb37","MEX_PROV_LGS_ART013_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART013_001","Ley General de Salud","Art. 13, Apartados A y B","","","","","","","Bilateral SS-state coordination under concurrence framework; SS can temporarily operate in states on request"
"E_ff809cc5","MEX_PROV_LGS_ART015_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART015_001","Ley General de Salud","Art. 15","","","","","","","Consejo de Salubridad General; Ejecutivo Federal; Secretaría de Salud"
"E_415c3635","MEX_PROV_LGS_ART015_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART015_001","Ley General de Salud","Art. 15","","","","","","","None identified (definitional/structural)"
"E_e0d2b3bc","MEX_PROV_LGS_ART015_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART015_001","Ley General de Salud","Art. 15","","","","","","","CSG governed by its own internal regulation; Secretary of Health presides"
"E_13c9836c","MEX_PROV_LGS_ART015_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART015_001","Ley General de Salud","Art. 15","","","","","","","CSG reports directly to President (not through any Secretaría)"
"E_f37b87da","MEX_PROV_LGS_ART017_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART017_001","Ley General de Salud","Art. 17, fracciones III, IV, V, VII","","","","","","","Consejo de Salubridad General; Secretaría de Salud"
"E_fabea8a5","MEX_PROV_LGS_ART017_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART017_001","Ley General de Salud","Art. 17, fracciones III, IV, V, VII","","","","","","","CSG power to: declare health emergency (DOF); declare grave disease emergency/national security; issue mandatory disposi…"
"E_3373e5c7","MEX_PROV_LGS_ART017_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART017_001","Ley General de Salud","Art. 17, fracciones III, IV, V, VII","","","","","","","CSG duty to publish emergency declarations in DOF; CSG duty to coordinate with SS"
"E_25954d09","MEX_PROV_LGS_ART017_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART017_001","Ley General de Salud","Art. 17, fracciones III, IV, V, VII","","","","","","","DOF publication required for emergency declarations and mandatory acuerdos; CSG approval mechanism"
"E_22985713","MEX_PROV_LGS_ART017_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART017_001","Ley General de Salud","Art. 17, fracciones III, IV, V, VII","","","","","","","CSG-SS coordination for emergency actions"
"E_5920d620","MEX_PROV_LGS_ART017BIS_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART017BIS_001","Ley General de Salud","Art. 17 Bis, fracción IX","","","","","","","COFEPRIS; Secretaría de Salud"
"E_d5a47582","MEX_PROV_LGS_ART017BIS_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART017BIS_001","Ley General de Salud","Art. 17 Bis, fracción IX","","","","","","","COFEPRIS power to exercise sanidad internacional attributions for non-persons (goods, cargo, animals, vehicles) at point…"
"E_ac6ae76f","MEX_PROV_LGS_ART017BIS_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART017BIS_001","Ley General de Salud","Art. 17 Bis, fracción IX","","","","","","","Divided competence: SS/DGE for sanidad internacional for persons; COFEPRIS for non-persons"
"E_b1e3f2f3","MEX_PROV_LGS_ART134_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART134_001","Ley General de Salud","Art. 134, fracciones I-XIV","","","","","","","Secretaría de Salud; entidades federativas; Consejo de Salubridad General"
"E_5da2635f","MEX_PROV_LGS_ART134_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART134_001","Ley General de Salud","Art. 134, fracciones I-XIV","","","","","","","SS and state governments duty to conduct epidemiological surveillance, prevention and control of listed communicable dis…"
"E_0840ac8b","MEX_PROV_LGS_ART134_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART134_001","Ley General de Salud","Art. 134, fracciones I-XIV","","","","","","","Federal-state joint epidemiological surveillance activities"
"E_ce836e7f","MEX_PROV_LGS_ART136_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART136_001","Ley General de Salud","Art. 136, fracciones I-IV","","","","","","","Secretaría de Salud; autoridades sanitarias"
"E_56cd548d","MEX_PROV_LGS_ART136_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART136_001","Ley General de Salud","Art. 136, fracciones I-IV","","","","","","","Mandatory immediate notification for IHR-listed diseases (frac I); mandatory immediate notification for outbreaks/epidem…"
"E_5f1f7be5","MEX_PROV_LGS_ART136_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART136_001","Ley General de Salud","Art. 136, fracciones I-IV","","","","","","","Tiered mandatory notification system: immediate vs. 24-hour; notification to SS or nearest sanitary authority"
"E_7a636734","MEX_PROV_LGS_ART139_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART139_001","Ley General de Salud","Art. 139, fracciones I-VIII","","","","","","","Secretaría de Salud; autoridades sanitarias"
"E_58209cf8","MEX_PROV_LGS_ART139_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART139_001","Ley General de Salud","Art. 139, fracciones I-VIII","","","","","","","Sanitary authorities power to order isolation, vaccination, decontamination, inspection of passengers, cargo, vehicles"
"E_3c2a875a","MEX_PROV_LGS_ART139_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART139_001","Ley General de Salud","Art. 139, fracciones I-VIII","","","","","","","Particulares must observe control measures; isolation limited to strictly necessary time"
"E_880fd1aa","MEX_PROV_LGS_ART139_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART139_001","Ley General de Salud","Art. 139, fracciones I-VIII","","","","","","","Multi-measure control protocol for listed communicable diseases"
"E_fe725b36","MEX_PROV_LGS_ART146_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART146_001","Ley General de Salud","Art. 146","","","","","","","Secretaría de Salud"
"E_2b9bf133","MEX_PROV_LGS_ART146_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART146_001","Ley General de Salud","Art. 146","","","","","","","SS control power over all laboratories handling pathogenic agents"
"E_e9de272a","MEX_PROV_LGS_ART146_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART146_001","Ley General de Salud","Art. 146","","","","","","","Laboratories handling pathogens subject to SS control; compliance with NOMs and regulations required"
"E_cc4726b6","MEX_PROV_LGS_ART146_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART146_001","Ley General de Salud","Art. 146","","","","","","","SS regulatory control of pathogen labs per reglamentos and NOMs"
"E_a4bcd619","MEX_PROV_LGS_ART181_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LGS_ART181_001","Ley General de Salud","Art. 181","","","","","","","Secretaría de Salud; Ejecutivo Federal"
"E_e04583b1","MEX_PROV_LGS_ART181_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LGS_ART181_001","Ley General de Salud","Art. 181","","","","","","","SS immediate emergency powers: dictate indispensable measures without prior presidential authorization (post-hoc sanctio…"
"E_1eea0e20","MEX_PROV_LGS_ART181_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART181_001","Ley General de Salud","Art. 181","","","","","","","SS mandatory duty to immediately dictate measures in case of grave epidemic, disease invasion risk, emergency or catastr…"
"E_bd4c5f4c","MEX_PROV_LGS_ART181_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART181_001","Ley General de Salud","Art. 181","","","","","","","Immediate SS action → post-hoc presidential sanction"
"E_1087f577","MEX_PROV_LGS_ART181_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LGS_ART181_001","Ley General de Salud","Art. 181","","","","","","","SS-President post-hoc sanction mechanism"
